message_id,round_idx,round_hour,agent_label,is_crisis_day,monologue_type,word
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,sits
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,crosshairs
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,board
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,risk
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,language
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,precise
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,triggering
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,panic
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,figure
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,ajay
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,hinting
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,ceo
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,ajay
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,messaged
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,privately
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,ag
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,inquiries
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,concern
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,escalates
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,formal
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,investigation
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,calculus
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,significantly
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,close
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,eye
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,internal
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,documentation
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,clean
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,strategic
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,developments
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,coming
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,change
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,picture
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,stay
20460517_00_001,1,2046-05-17T09:00:00Z,Legal-Agent,FALSE,deliberating,sharp
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,q2
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,deceleration
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,real
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,board
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,press
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,revenue
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,growth
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,versus
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,soft
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,landing
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,trajectory
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,change
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,combined
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,ag
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,inquiries
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,competitive
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,pressure
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,residentiq
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,risk
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,picture
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,complex
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,quarter
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,ajay's
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,identifiable
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,catalysts
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,language
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,phrase
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,optimistic
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,material
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,ceo
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,ajay
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,messaged
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,privately
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,morning
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,week
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,q2
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,revenue
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,picture
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,softer
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,projected
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,growth
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,decelerated
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,roughly
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,twelve
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,months
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,ago
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,board
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,notice
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,risk
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,summary
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,honest
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,catastrophic
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,frame
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,transitional
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,headwinds
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,identifiable
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,catalysts
20460517_00_002,1,2046-05-17T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,context
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,ajay
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,told
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,build
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,goodwill
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,bank
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,week
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,specific
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,metaphor
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,expecting
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,draw
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,coming
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,meantime
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,content
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,cadence
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,running
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,resident
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,stories
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,operator
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,testimonials
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,operational
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,excellence
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,invites
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,hard
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,questions
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,ceo
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,ajay
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,messaged
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,privately
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,week
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,focused
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,building
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,positive
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,content
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,baseline
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,resident
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,stories
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,operator
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,success
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,product
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,forward
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,invites
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,scrutiny
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,analytics
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,suite
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,laying
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,groundwork
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,goodwill
20460517_00_006,1,2046-05-17T09:00:00Z,PR-Agent,FALSE,deliberating,bank
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,residentiq's
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,social
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,presence
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,stronger
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,running
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,privacy
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,narrative
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,branding
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,substance
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,platform
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,offer
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,privacy
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,controls
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,perception
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,matters
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,flex
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,algorithm
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,rewarding
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,content
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,simple
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,emotional
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,voice
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,comparison
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,settled
20460517_00_008,1,2046-05-17T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,narrative
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,crestview
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,demo
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,fine
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,noticed
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,risk
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,monitor
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,watching
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,prospect's
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,reactions
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,carefully
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,building
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,board
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,commercial
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,risk
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,data
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,governance
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,story
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,smart
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,board
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,cares
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,deals
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,lost
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,care
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,abstract
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,regulatory
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,risk
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,results
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,matter
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,content
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,series
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,social
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,manager
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,move
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,human
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,operational
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,analytics
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,suite
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,thai
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,food
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,normal
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,days
20460518_01_001,2,2046-05-18T09:00:00Z,PR-Agent,FALSE,deliberating,rarer
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,residentiq
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,outflanking
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,social
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,transparency
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,report
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,glossy
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,pdf
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,actual
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,disclosure
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,engagement
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,real
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,likes
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,hours
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,content
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,narrative
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,simpler
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,protect
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,tenants
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,counter
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,narrative
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,fast
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,results
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,matter
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,angle
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,pr
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,defensive
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,definition
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,proactive
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,push
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,resident
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,advisory
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,board
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,announcement
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,concrete
20460518_01_002,2,2046-05-18T09:00:00Z,Social-Manager-Agent,FALSE,deliberating,content
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,crestview
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,demo
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,confirmed
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,thesis
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,enterprise
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,prospects
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,pricing
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,data
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,governance
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,risk
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,portability
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,questions
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,renewal
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,pricing
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,question
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,minute
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,demo
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,extrapolate
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,pipeline
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,leaving
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,deals
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,table
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,market
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,narrative
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,tenant
20460518_01_003,2,2046-05-18T09:00:00Z,Platform-Trust-Agent,FALSE,deliberating,data
